X,y
7.8489372743707655,201.37747640232917
3.1783039960301385,37.88588212416077
5.596655534819973,106.28139894352282
8.33235855977949,226.6471022530432
9.735708909595997,304.93044343971127
7.384049111857801,179.16884160994545
9.018668520317712,262.2940928895655
1.8571246423746057,15.148036922247963
9.288546007147765,278.94054507051254
4.8518940449774774,81.62253189658315
4.214625370941477,62.30299989617866
0.20743573105734825,1.784399655178163
8.971461671618243,260.8735372768632
8.123393779777096,215.40445181884152
2.5408522174806167,25.18168600449622
0.3254159649766819,1.4779705491250033
8.128966102039495,215.5081232141127
0.5275804498304026,3.1067643369813447
0.8657483042372072,5.192065745218065
3.8874721306820126,53.97878471605043
1.7221034525085555,13.080010881674966
3.439030469188732,42.8653652169096
5.491411054475758,101.69923937805315
6.272094507125403,130.94161659912564
6.061115007391895,123.81649894462838
1.2558069832497043,7.948840510316809
1.534159048051058,10.650219090357323
1.4766526637681143,10.860149822725624
3.6243447688431383,47.834567484796345
2.211159437437611,19.960006535541638
1.7329111573688227,12.85537794466264
5.894376204287299,117.11229140696308
8.187014358723768,217.93241490488944
1.785802353877809,13.80420618875086
7.409157228175097,179.7564766257762
2.205133053709484,19.991947822026496
0.7549605153263239,4.259167771963586
2.487215498100066,24.92354271593643
4.244032536176214,63.09971765792346
1.1313509482017836,7.401427141133078
9.598818020433953,296.9391459787017
4.314775185826498,64.39180243232661
4.527350511490718,71.36334973537433
3.1658045571758175,37.57313371944794
5.8873048275051865,117.23522292976459
5.536420855472653,103.99253221174305
3.5714696891943465,45.53692532110798
3.0496152463167405,35.3317413527197
3.917469714914825,54.31239735430433
1.3188379848348386,8.938223382837004
4.731958826879474,76.94938001746631
0.15772631570530993,1.7209880951195557
0.4458346281132597,2.030725405995385
0.08103984180221069,1.1639312881105113
9.982491666702016,319.6785196886115
0.07437937219174406,1.1041123639045303
7.983949622610748,207.9904426934498
3.9941483927226527,55.802243236293265
9.591185819163028,296.0907972685622
9.416185777702415,286.44101918020675
5.867870610077617,115.28282208507056
1.3974882915817188,9.378889488960176
8.674910810908042,243.65631789015296
0.2888821923500917,2.3415388206173904
1.8081014617782853,14.206791469634416
1.7661621353904833,13.581235198066945
7.529781425158497,186.0872137289377
6.003293464723156,121.12357200161648
9.153498001591084,271.035032069076
9.87168937210775,312.7798395612343
8.031144726417592,210.45661958015756
4.471887582431858,69.98415301275395
5.28820366122155,95.80608380940855
7.087547498010657,165.33759770194217
0.08908546469265866,1.365367431368185
4.188660795637636,61.74648298300234
7.112490719644508,167.05872399791184
3.964549487154235,56.29354758571226
4.334458551060804,66.61760479835098
6.17782321155294,127.75706788925069
0.6576035670028502,3.252573181881851
6.8707765026816245,156.84682541757044
6.252689797175886,130.89087479798414
7.853998425139931,201.318791361224
2.925850461046794,32.695679548400534
8.48488487030835,233.8630307247291
3.1479578572446485,36.21863063621019
8.69359403372173,244.284263654431
1.1964348296346505,7.930866218619331
3.067538850654766,35.86207511276453
7.604721797173973,190.42861358861165
1.3485221218088694,8.882516931542364
8.807817451272888,251.85065339378832
3.7867405758726114,51.2457694137269
4.9044537421388625,83.25018119880077
6.5420755484507085,143.21105096761497
0.6718865885264236,3.9609298074199595
2.6909620073976583,27.0930572718862
4.26523808701329,64.26619300831065
9.20813713176589,274.29700702629066
